US_AQI,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,Temp_2m_C,Humidity_Percent
74.0,12.5,18.5,8.1,33.6,58
74.0,12.5,18.5,6.1,33.9,56
73.0,12.7,18.7,8.8,34.2,54
73.0,13.6,20.1,19.5,33.6,57
73.0,15.7,23.1,34.8,32.6,62
73.0,23.5,34.2,58.0,31.2,76
72.0,24.7,35.9,54.8,30.3,76
71.0,25.4,36.8,50.2,30.0,71
71.0,24.0,34.6,43.7,29.7,72
70.0,20.4,29.5,38.8,29.0,76
69.0,18.7,27.0,33.7,28.7,79
68.0,16.8,24.1,28.4,28.4,82
66.0,16.7,24.0,26.5,28.1,84
65.0,17.1,24.6,25.8,27.9,85
65.0,18.7,27.1,24.9,27.4,88
64.0,19.6,28.2,23.5,26.6,90
64.0,18.3,26.5,22.1,26.5,91
63.0,17.4,25.1,18.2,26.2,94
62.0,12.6,18.3,17.1,26.9,92
62.0,10.9,15.9,15.6,28.2,87
61.0,10.0,14.7,13.4,29.6,83
60.0,10.3,15.1,11.8,30.4,77
60.0,11.3,16.6,10.2,31.2,74
60.0,12.0,17.9,8.6,32.2,70
60.0,12.3,18.5,6.4,32.6,66
60.0,11.7,17.6,4.2,31.8,68
59.0,11.7,17.6,6.8,30.9,74
59.0,12.2,18.4,17.9,28.5,84
59.0,13.1,19.7,33.7,28.5,82
59.0,23.1,34.0,58.7,30.2,75
59.0,24.7,36.2,56.2,29.1,82
59.0,24.8,36.2,52.5,28.4,84
59.0,25.9,37.7,47.9,28.1,85
59.0,28.9,42.0,45.4,27.6,87
60.0,30.4,44.1,43.2,27.4,88
61.0,27.6,40.0,39.8,27.2,89
62.0,26.6,38.5,36.2,27.0,91
63.0,24.2,34.9,32.2,26.8,92
63.0,22.6,32.6,27.6,25.8,94
64.0,20.7,29.8,25.6,25.6,95
64.0,17.9,26.0,24.3,25.5,96
64.0,21.7,31.4,22.5,25.8,95
64.0,18.9,27.5,23.1,26.3,91
65.0,17.6,25.7,24.0,26.3,91
65.0,15.3,22.5,24.5,27.2,89
66.0,17.9,26.5,24.4,28.5,86
66.0,20.5,30.3,23.8,30.1,78
67.0,21.8,32.4,22.5,30.6,74
68.0,21.8,32.2,19.6,31.1,72
69.0,19.9,29.6,15.9,30.3,77
70.0,22.8,33.8,16.6,30.6,74
71.0,22.5,33.3,26.5,30.0,74
72.0,21.4,31.8,41.2,29.2,79
72.0,26.7,39.1,63.0,28.9,82
73.0,26.1,38.1,59.2,28.2,85
73.0,24.6,35.9,53.5,27.6,87
73.0,20.7,30.0,45.8,27.2,89
72.0,17.5,25.4,40.8,27.1,90
71.0,15.1,21.9,35.8,26.8,92
70.0,13.3,19.4,28.6,26.6,93
69.0,12.3,17.9,22.0,26.4,94
67.0,11.6,16.9,14.9,26.3,95
66.0,11.4,16.7,8.2,26.2,95
65.0,11.0,16.0,7.2,26.1,96
64.0,11.4,16.5,8.5,26.0,97
64.0,15.1,21.8,19.1,26.1,96
63.0,13.9,20.1,20.0,27.5,90
63.0,15.0,21.7,21.3,28.6,86
63.0,15.3,22.2,21.5,30.1,76
63.0,16.5,24.0,19.4,30.1,75
62.0,18.6,27.2,16.1,30.1,76
62.0,20.8,30.5,12.4,29.5,78
62.0,32.7,48.0,9.7,29.5,80
63.0,21.8,32.0,7.3,30.6,77
63.0,19.8,29.2,10.2,31.0,74
63.0,19.9,29.3,21.9,31.1,71
63.0,19.2,28.2,38.6,29.9,78
63.0,22.7,33.1,53.1,28.5,85
62.0,20.4,29.6,53.3,27.8,89
62.0,21.7,31.4,53.7,27.4,90
61.0,23.9,34.7,52.7,27.1,90
62.0,23.9,34.5,50.1,27.0,92
62.0,22.6,32.7,46.4,27.0,92
63.0,22.9,33.2,41.5,27.0,93
64.0,22.5,32.7,38.5,26.6,94
65.0,18.7,27.4,35.7,25.8,93
65.0,16.5,24.2,31.0,24.9,96
66.0,13.9,20.4,25.5,24.8,95
66.0,11.3,16.5,19.0,24.8,96
66.0,13.7,20.1,13.7,25.1,95
66.0,12.2,18.0,15.9,26.3,91
66.0,11.7,17.2,19.1,26.8,89
66.0,11.8,17.4,21.4,27.8,87
65.0,11.9,17.5,19.6,29.0,82
65.0,13.6,20.0,16.1,30.3,74
64.0,14.6,21.3,12.4,30.6,72
64.0,15.9,23.2,10.9,29.5,77
62.0,16.3,23.8,9.9,30.5,78
62.0,16.6,24.3,12.8,30.6,76
62.0,17.0,24.8,21.0,30.3,77
61.0,16.6,24.2,32.5,29.1,80
61.0,17.6,25.7,49.5,28.2,88
61.0,17.3,25.1,48.0,27.6,89
60.0,16.2,23.6,45.8,27.5,89
60.0,15.8,22.9,42.0,27.1,91
59.0,14.8,21.5,38.8,26.8,92
58.0,14.4,21.0,34.9,26.8,92
58.0,12.7,18.6,29.0,26.5,93
57.0,11.8,17.3,23.2,26.4,93
56.0,11.1,16.3,16.7,26.1,93
55.0,10.9,15.9,10.5,25.8,94
55.0,10.6,15.5,9.4,25.7,94
54.0,10.7,15.5,10.4,25.3,95
54.0,8.0,11.4,8.7,25.2,93
54.0,5.5,7.8,14.0,26.3,88
53.0,5.6,8.1,21.5,27.0,86
53.0,6.7,9.6,28.9,28.1,83
52.0,9.9,14.1,29.5,28.7,82
52.0,12.1,17.3,27.9,30.0,75
52.0,14.4,20.7,25.0,27.9,84
52.0,14.4,20.7,21.9,28.0,85
52.0,15.0,21.6,18.2,29.5,80
52.0,14.8,21.3,18.6,30.5,77
51.0,14.3,20.6,27.6,29.4,80
51.0,14.1,20.4,41.2,28.8,82
51.0,14.5,20.8,52.2,27.4,87
51.0,16.1,23.2,51.1,27.2,89
51.0,17.1,24.6,49.5,27.0,91
51.0,16.4,23.6,46.3,26.7,91
51.0,15.6,22.6,43.5,26.4,93
51.0,15.5,22.5,40.0,26.1,94
51.0,14.7,21.4,34.0,25.9,95
51.0,13.1,19.2,27.0,25.7,95
51.0,12.0,17.5,18.6,25.6,96
51.0,11.1,16.2,10.1,25.6,96
51.0,10.9,15.8,7.3,25.5,96
51.0,10.4,15.1,6.6,25.4,96
51.0,12.4,18.2,12.0,24.9,96
52.0,10.0,14.7,13.4,26.0,91
52.0,9.1,13.4,15.4,27.0,87
52.0,9.1,13.4,16.5,28.3,82
53.0,10.9,16.0,14.9,29.8,75
53.0,12.4,18.2,12.1,30.8,71
53.0,11.8,17.5,9.3,31.4,70
52.0,11.7,17.5,7.9,31.3,71
52.0,12.3,18.5,7.1,31.9,70
52.0,12.9,19.5,10.3,31.7,71
52.0,13.5,20.4,19.5,27.8,89
52.0,15.5,23.5,32.5,27.4,90
52.0,19.5,29.0,45.2,28.1,91
52.0,27.8,40.6,49.8,27.5,91
53.0,31.5,46.0,56.2,27.4,91
55.0,35.9,52.0,61.8,27.0,93
56.0,39.1,56.6,61.4,26.7,95
58.0,40.7,58.8,58.5,26.4,97
61.0,43.2,61.9,54.3,26.2,97
63.0,43.7,62.9,51.8,26.0,98
66.0,40.0,57.6,49.1,25.8,98
68.0,37.8,54.2,46.0,25.6,98
71.0,38.8,55.6,45.2,25.5,98
73.0,42.1,60.3,44.8,25.5,97
76.0,26.5,38.2,36.5,25.8,97
77.0,20.3,29.3,33.0,27.5,92
78.0,15.8,22.8,28.2,29.1,84
79.0,14.7,21.3,21.7,30.5,77
79.0,15.8,23.0,17.1,31.6,71
80.0,16.8,24.4,12.5,32.4,68
80.0,17.5,25.4,8.2,33.1,66
81.0,18.0,26.1,5.4,33.4,67
81.0,18.0,26.1,3.5,33.5,66
82.0,17.9,25.8,8.9,33.3,68
82.0,17.9,26.0,25.7,32.7,70
83.0,19.2,27.8,49.3,28.5,86
83.0,28.2,40.5,77.7,30.2,80
84.0,28.8,41.4,74.4,29.2,86
84.0,25.8,37.0,69.7,28.5,89
83.0,23.1,33.2,63.2,28.4,88
82.0,21.2,30.4,58.8,28.2,88
80.0,20.1,28.9,54.5,27.8,89
79.0,20.0,28.8,49.0,27.6,91
77.0,20.9,29.9,45.2,27.2,94
75.0,19.7,28.3,41.5,26.9,95
73.0,19.6,28.1,37.0,26.7,96
71.0,19.2,27.6,33.5,26.7,96
69.0,19.6,28.1,30.0,26.9,95
67.0,19.7,28.3,26.1,26.0,97
67.0,18.0,25.9,24.5,27.7,91
67.0,15.7,22.5,23.4,29.4,84
67.0,15.2,21.8,21.2,30.9,79
67.0,16.3,23.4,18.0,32.0,75
67.0,16.1,23.1,14.0,32.9,71
67.0,16.2,23.2,9.8,33.7,67
67.0,15.1,21.6,5.8,34.1,66
66.0,14.9,21.4,2.0,33.7,68
66.0,15.5,22.3,8.1,32.4,73
66.0,16.7,23.9,30.0,32.8,71
66.0,18.9,27.0,61.4,32.2,74
66.0,23.6,33.8,79.2,31.4,76
65.0,29.7,42.5,82.7,30.3,83
65.0,36.0,51.5,87.6,29.5,87
66.0,43.1,61.5,91.4,29.1,89
68.0,51.2,73.1,90.0,28.8,90
71.0,55.6,79.6,86.4,29.6,84
74.0,59.6,85.2,80.2,26.9,91
77.0,61.5,87.8,74.3,25.9,95
81.0,58.3,83.4,67.3,25.7,97
84.0,48.2,68.9,61.0,25.7,97
87.0,44.5,63.6,61.2,25.7,97
89.0,42.0,60.1,63.8,25.8,97
91.0,39.2,56.1,64.2,26.1,97
93.0,36.0,51.5,60.6,27.1,93
94.0,32.0,45.8,55.4,28.5,87
96.0,29.3,41.9,47.0,30.1,82
97.0,29.0,41.4,38.8,31.7,75
98.0,29.9,43.0,29.4,32.5,72
99.0,27.0,38.6,19.1,33.7,68
100.0,26.1,37.5,11.9,34.2,65
102.0,26.5,38.1,5.7,34.4,62
103.0,26.5,38.0,10.9,34.9,58
104.0,26.8,38.4,37.5,32.1,69
105.0,28.0,40.2,76.1,29.6,83
106.0,35.2,50.4,101.6,28.5,90
107.0,31.5,45.1,84.8,27.7,86
107.0,21.1,30.0,61.0,27.2,88
106.0,18.1,25.9,36.8,26.3,95
103.0,17.6,25.2,33.5,26.3,95
100.0,18.3,26.3,37.0,26.0,95
96.0,18.6,26.7,39.8,25.8,95
93.0,19.8,28.3,35.3,25.7,95
89.0,19.5,27.9,28.6,25.6,96
86.0,18.6,26.7,20.5,25.1,96
83.0,17.7,25.4,15.9,24.6,98
81.0,14.9,21.3,12.1,24.7,96
78.0,11.6,16.6,8.2,25.3,97
76.0,10.2,14.5,15.0,26.4,94
74.0,9.6,13.8,24.5,27.7,88
72.0,9.9,14.1,32.2,29.0,80
70.0,10.1,14.5,29.5,30.2,74
68.0,11.6,16.6,22.5,31.1,73
67.0,14.3,20.4,14.4,31.7,69
65.0,14.1,20.1,11.6,31.6,69
64.0,12.0,17.2,9.9,32.1,68
63.0,11.6,16.6,11.8,30.8,73
62.0,10.3,14.7,19.1,28.1,84
60.0,10.2,14.5,29.9,27.2,84
59.0,16.4,23.5,48.5,28.6,80
57.0,14.7,21.1,47.2,27.5,84
56.0,14.3,20.6,45.1,27.0,86
55.0,13.8,19.9,41.0,26.5,89
55.0,13.2,19.1,36.5,26.2,91
54.0,13.0,18.7,31.1,25.6,91
54.0,12.5,18.1,24.0,25.1,96
53.0,12.8,18.5,18.6,24.9,97
53.0,10.9,15.9,13.2,25.1,96
52.0,10.9,15.8,9.4,25.0,96
51.0,10.7,15.6,11.2,24.7,96
50.0,10.0,14.6,15.8,24.6,96
50.0,11.1,16.1,18.5,25.2,95
50.0,9.4,13.7,18.0,25.7,96
50.0,8.3,12.3,17.2,26.5,90
50.0,8.0,11.9,15.9,27.3,88
49.0,9.2,13.6,14.6,28.3,84
49.0,11.5,16.9,13.3,29.5,77
49.0,12.9,18.8,11.5,29.8,74
49.0,13.4,19.5,9.4,28.5,76
49.0,12.8,18.7,7.2,28.7,79
49.0,10.8,15.8,7.7,28.7,79
49.0,10.0,14.8,13.4,28.0,80
49.0,10.0,14.5,21.9,26.9,87
49.0,11.8,17.2,31.5,27.0,84
48.0,12.7,18.6,32.7,26.5,87
48.0,13.7,20.0,34.2,26.3,89
47.0,14.5,21.1,34.3,25.9,90
48.0,15.0,21.7,31.9,25.7,91
48.0,14.8,21.5,28.0,25.6,91
48.0,14.7,21.2,22.4,25.3,91
49.0,14.2,20.5,17.6,25.1,93
49.0,12.7,18.3,12.6,25.2,93
49.0,11.0,15.8,8.2,25.0,94
49.0,9.7,13.9,8.2,24.9,94
49.0,8.0,11.6,10.1,25.0,94
49.0,5.1,7.3,13.5,25.0,94
48.0,4.7,6.7,17.1,26.1,89
47.0,5.7,8.1,22.2,26.9,86
46.0,7.5,10.7,26.6,27.6,81
46.0,9.9,14.2,25.8,28.6,80
46.0,11.2,15.9,22.9,26.9,86
46.0,12.9,18.5,19.1,27.5,84
46.0,13.6,19.4,16.9,27.8,84
46.0,14.1,20.1,14.8,27.0,84
47.0,11.2,16.0,14.8,26.9,86
47.0,9.1,13.1,19.2,25.1,93
46.0,8.1,11.6,26.1,25.4,93
46.0,7.6,10.9,32.3,25.6,93
45.0,8.2,11.8,32.7,25.4,94
45.0,9.4,13.5,33.1,25.3,94
44.0,9.9,14.2,31.6,24.9,93
43.0,10.2,14.7,27.6,24.7,94
42.0,9.6,13.8,22.0,24.0,96
41.0,8.1,11.6,15.1,24.5,95
40.0,6.7,9.6,11.2,24.6,94
39.0,5.7,8.2,7.8,24.2,94
38.0,5.1,7.3,5.8,23.9,95
37.0,4.9,7.1,7.2,23.9,96
36.0,5.2,7.4,10.7,23.9,96
35.0,4.9,7.1,15.6,24.2,95
35.0,5.7,8.2,19.2,25.0,93
36.0,7.6,10.9,24.5,25.7,89
36.0,9.0,12.8,29.1,26.3,87
36.0,10.8,15.4,28.6,26.4,86
36.0,12.1,17.3,26.2,26.6,87
36.0,14.7,21.0,23.6,26.8,86
37.0,17.2,24.6,23.6,27.9,84
37.0,15.3,21.9,24.4,28.9,80
38.0,14.0,20.0,25.9,28.4,80
38.0,13.0,18.6,27.9,27.0,84
39.0,11.9,17.0,30.3,25.8,91
39.0,11.9,17.3,33.2,25.3,93
40.0,11.4,16.6,33.0,25.0,94
41.0,11.3,16.4,32.6,25.0,94
41.0,10.0,14.5,30.5,24.7,95
41.0,9.6,13.8,26.7,24.5,94
41.0,8.2,11.9,21.5,24.1,94
41.0,7.3,10.5,15.4,24.4,94
41.0,6.7,9.6,11.6,24.0,96
41.0,6.2,8.9,8.3,24.0,96
41.0,6.5,9.4,6.3,24.0,96
41.0,6.6,9.6,7.8,23.9,96
41.0,6.4,9.3,10.9,23.9,96
41.0,8.7,12.7,16.5,24.0,96
42.0,7.9,11.6,17.4,24.7,95
42.0,6.7,9.8,18.5,25.1,93
42.0,7.6,11.0,18.5,25.6,90
42.0,8.2,11.9,15.8,24.8,94
42.0,10.4,15.1,11.6,25.4,92
41.0,11.0,16.1,8.1,26.6,89
41.0,11.2,16.6,8.9,25.9,90
40.0,11.7,17.5,11.4,26.5,87
39.0,13.0,19.0,16.0,26.7,86
39.0,12.0,17.6,20.9,27.0,85
39.0,11.3,16.4,26.9,26.9,86
39.0,11.8,17.2,36.3,26.0,93
38.0,12.1,17.6,35.5,25.6,95
39.0,12.6,18.4,34.2,25.4,95
39.0,13.5,19.7,32.5,25.1,95
39.0,14.5,21.1,31.5,25.0,96
40.0,15.0,21.9,30.5,24.8,97
41.0,14.8,21.7,27.8,24.6,97
43.0,14.0,20.4,23.0,24.4,97
44.0,12.8,18.6,16.9,24.3,97
45.0,11.2,16.1,11.1,24.2,97
46.0,9.9,14.2,10.6,24.0,97
47.0,8.2,11.7,12.2,24.1,96
47.0,10.6,15.3,16.8,24.0,96
47.0,11.0,15.9,17.2,25.1,92
48.0,11.1,16.2,17.9,26.3,87
49.0,12.3,18.2,17.6,27.4,84
49.0,14.1,21.3,15.6,28.3,81
50.0,14.8,22.8,12.6,29.2,76
51.0,15.7,24.3,10.1,29.3,75
51.0,15.7,24.5,10.3,28.2,80
51.0,20.4,30.9,11.6,28.4,82
52.0,17.4,26.8,16.0,29.0,80
53.0,17.3,26.7,23.5,28.6,79
53.0,16.9,26.0,33.2,28.3,81
54.0,23.5,35.9,55.6,26.5,91
55.0,23.9,36.0,53.6,26.1,92
56.0,21.3,32.0,50.7,25.8,93
56.0,20.5,30.2,47.0,25.6,95
57.0,20.5,30.0,45.2,25.1,95
58.0,19.4,28.3,43.8,25.1,96
58.0,18.8,27.4,40.2,25.0,96
58.0,18.5,26.8,34.3,24.7,96
59.0,18.3,26.4,26.8,24.3,97
59.0,17.8,25.8,20.0,24.4,96
60.0,17.6,25.5,20.8,24.1,97
60.0,17.3,25.1,24.3,24.0,97
61.0,19.8,28.8,26.1,24.1,96
62.0,17.9,26.3,24.0,25.1,92
63.0,17.0,25.0,21.2,25.9,90
63.0,17.6,26.1,17.6,26.7,87
64.0,19.5,29.1,15.8,27.7,84
64.0,20.1,29.9,14.1,28.7,80
65.0,23.4,34.8,12.8,28.7,79
65.0,24.7,36.6,11.1,30.3,75
66.0,28.2,41.6,9.4,30.5,73
67.0,26.3,38.8,14.2,30.5,74
68.0,25.8,38.2,29.1,29.6,75
68.0,25.1,37.3,50.0,29.3,78
69.0,35.7,52.7,69.4,27.7,85
70.0,37.8,55.6,66.8,27.1,86
71.0,35.6,52.4,63.0,26.8,87
73.0,33.1,48.7,57.3,26.3,90
74.0,31.1,45.5,53.0,25.9,93
75.0,29.2,42.5,48.2,25.6,94
76.0,28.3,41.2,41.6,25.4,95
76.0,28.5,41.3,35.8,25.1,96
77.0,27.6,40.0,29.5,24.9,97
78.0,26.1,38.1,23.3,24.8,97
79.0,25.6,37.5,22.1,24.7,97
80.0,24.3,35.5,22.7,24.6,97
80.0,23.8,34.9,22.0,24.8,98
81.0,23.3,34.5,20.7,26.4,90
81.0,21.9,32.8,19.0,27.3,87
81.0,20.2,31.1,16.0,29.0,81
82.0,20.5,31.5,13.1,29.8,78
82.0,20.5,31.5,9.9,30.9,74
82.0,19.8,30.5,6.9,31.7,71
81.0,20.8,31.8,5.1,31.8,71
81.0,21.3,32.5,4.0,32.1,70
81.0,20.9,31.8,10.1,31.8,71
80.0,20.2,30.7,27.1,29.9,77
80.0,20.4,31.0,50.8,29.2,80
79.0,37.1,54.7,78.8,29.7,79
79.0,39.2,57.7,76.1,28.5,85
79.0,36.8,54.1,72.2,27.8,88
79.0,34.5,50.8,65.0,27.2,91
80.0,32.1,47.3,57.4,26.8,93
80.0,28.4,41.8,48.2,26.6,94
80.0,25.6,37.7,36.1,26.2,97
79.0,21.5,31.5,26.6,26.0,98
79.0,18.5,27.0,17.0,26.2,95
78.0,15.6,22.8,8.9,25.7,96
77.0,13.3,19.3,9.6,25.3,97
76.0,13.5,19.6,14.1,24.8,96
75.0,22.8,33.1,27.5,25.7,96
75.0,19.5,28.4,26.4,26.7,92
75.0,16.5,24.2,24.9,27.3,89
74.0,16.4,23.9,22.0,28.6,82
74.0,16.1,23.5,18.7,29.7,79
73.0,16.7,24.3,14.7,30.5,75
73.0,17.4,25.3,10.9,31.0,72
73.0,17.4,25.3,8.5,31.5,72
72.0,17.1,24.9,6.8,31.6,74
72.0,17.1,24.9,12.7,31.7,76
72.0,18.2,26.5,30.6,31.9,76
72.0,19.3,28.0,55.8,27.9,88
72.0,31.1,44.9,89.7,28.5,87
71.0,35.6,51.3,82.8,27.8,92
71.0,27.0,38.9,73.0,27.3,94
70.0,23.6,33.9,60.8,27.0,95
69.0,22.7,32.7,55.0,26.7,95
68.0,21.7,31.2,50.5,26.0,96
67.0,20.8,29.8,42.8,24.6,99
67.0,19.0,27.2,33.0,24.6,99
67.0,16.1,23.1,21.4,24.8,96
67.0,13.2,19.0,10.9,24.7,97
66.0,11.6,16.6,10.8,24.3,98
66.0,10.9,15.5,14.7,24.5,96
66.0,10.2,14.7,16.1,24.9,96
65.0,8.8,12.5,16.4,26.0,95
64.0,8.1,11.6,16.8,27.6,89
63.0,8.5,12.2,16.1,29.1,80
62.0,9.3,13.2,13.9,30.2,75
62.0,10.7,15.3,10.8,31.1,73
61.0,11.1,16.0,7.6,31.7,71
61.0,11.6,16.6,5.8,32.2,69
60.0,12.0,17.2,4.7,32.2,68
60.0,11.4,16.4,7.0,29.9,79
59.0,10.4,15.0,14.3,28.6,84
59.0,9.8,14.1,24.8,28.1,86
58.0,12.2,17.5,44.5,28.6,83
56.0,12.2,17.5,43.6,27.8,84
54.0,12.0,17.2,42.2,27.2,85
53.0,12.0,17.3,39.8,26.8,85
52.0,12.2,17.6,37.8,26.4,87
51.0,12.1,17.3,35.3,26.2,89
50.0,13.0,18.7,30.8,26.0,91
48.0,13.5,19.5,25.2,26.1,91
47.0,12.6,18.2,18.5,25.9,91
47.0,12.0,17.3,12.7,25.4,94
47.0,12.1,17.6,13.5,25.2,96
47.0,12.6,18.2,17.0,25.2,96
47.0,9.7,14.3,14.8,25.5,95
47.0,8.1,12.2,13.4,27.0,89
47.0,7.3,11.1,11.4,28.2,82
47.0,7.0,10.6,8.9,29.5,75
46.0,8.2,12.4,7.3,30.5,70
46.0,9.9,14.8,5.8,31.3,68
46.0,10.6,15.9,5.2,31.8,67
46.0,10.3,15.4,5.7,29.9,77
46.0,12.8,18.9,7.0,30.3,74
46.0,11.7,17.3,11.4,30.7,70
46.0,10.8,15.9,18.8,30.3,72
46.0,10.4,15.4,28.5,29.3,78
46.0,11.6,17.2,39.5,29.0,76
46.0,11.8,17.7,37.0,28.3,79
46.0,12.1,18.2,33.3,27.7,82
46.0,12.7,19.0,28.2,27.4,84
46.0,13.1,19.6,24.5,27.1,85
46.0,13.1,19.5,20.8,26.8,86
46.0,13.0,19.3,16.3,26.5,87
46.0,12.4,18.3,13.3,26.3,88
46.0,12.0,17.6,10.6,26.0,88
46.0,11.6,17.1,8.9,25.6,90
46.0,11.1,16.3,10.4,25.5,90
46.0,10.6,15.5,13.6,25.5,90
45.0,9.3,13.7,15.3,25.7,89
45.0,8.2,12.4,14.8,26.8,85
45.0,7.3,11.1,14.0,27.9,81
45.0,7.4,11.2,12.6,29.1,76
45.0,8.8,13.1,10.9,30.1,72
46.0,10.7,16.2,8.9,30.9,69
46.0,15.3,23.8,7.1,31.4,70
47.0,14.3,21.8,5.9,31.8,70
47.0,14.1,21.5,5.2,31.0,73
47.0,14.3,21.8,8.4,28.4,83
48.0,15.4,23.4,17.4,29.2,77
49.0,15.0,22.6,29.9,28.7,82
50.0,14.8,22.2,46.9,28.0,86
50.0,15.6,23.3,45.8,27.9,85
50.0,15.9,23.8,44.2,27.7,84
51.0,15.4,23.2,41.0,27.3,85
51.0,15.1,23.1,37.3,26.8,88
51.0,15.2,23.3,32.8,26.4,90
51.0,15.7,24.0,26.9,26.2,92
52.0,16.7,25.4,22.5,25.9,93
52.0,18.3,27.6,18.3,25.7,94
52.0,19.6,29.6,15.2,25.6,94
53.0,20.4,30.7,17.0,25.4,94
54.0,21.8,32.8,21.1,25.3,95
55.0,21.3,32.0,24.5,25.6,94
56.0,20.0,30.4,22.3,26.5,91
57.0,17.2,26.7,19.1,27.8,85
58.0,15.5,24.3,15.1,29.2,80
59.0,16.2,25.4,12.4,30.3,76
59.0,16.8,26.4,9.9,31.0,73
60.0,17.2,27.2,7.8,31.7,70
60.0,16.5,26.1,6.5,31.8,69
60.0,16.6,26.2,5.8,31.6,71
61.0,17.1,26.8,9.6,30.5,74
61.0,16.9,26.3,19.9,29.8,79
61.0,17.0,26.1,34.3,29.5,80
61.0,22.3,33.6,55.6,27.6,88
62.0,26.3,39.2,52.7,27.3,90
63.0,25.1,37.3,48.4,27.0,91
63.0,23.2,34.2,43.0,26.9,90
64.0,20.3,29.9,40.1,26.5,91
65.0,18.8,27.6,37.6,26.4,91
65.0,19.0,27.9,33.0,26.3,92
65.0,18.2,26.8,26.9,26.0,94
65.0,17.6,26.2,19.5,25.8,94
65.0,18.7,27.8,13.1,25.7,95
65.0,20.4,30.3,14.1,25.5,95
65.0,21.0,31.2,17.9,25.4,95
65.0,19.4,29.0,24.3,25.7,96
65.0,18.5,27.7,23.4,26.6,93
65.0,17.7,27.0,22.0,27.9,87
65.0,17.8,27.6,19.5,28.8,81
65.0,18.3,29.0,16.5,29.7,77
65.0,18.4,29.9,12.9,30.3,73
65.0,18.6,30.4,9.5,30.8,71
66.0,19.4,31.5,7.7,31.4,69
66.0,20.4,32.9,6.6,31.6,69
66.0,21.1,34.0,10.8,31.6,69
67.0,20.7,33.3,22.7,29.6,76
67.0,21.4,33.3,39.3,27.3,88
67.0,30.9,47.4,67.6,28.2,80
68.0,28.4,43.3,60.0,27.2,85
68.0,24.1,36.4,49.2,26.7,88
68.0,21.4,32.0,36.7,26.3,90
68.0,20.3,30.2,31.4,26.0,91
68.0,19.8,29.3,28.0,25.9,93
68.0,20.0,29.6,24.5,25.8,94
68.0,21.4,31.7,22.5,25.7,94
68.0,23.6,34.9,21.0,25.6,94
69.0,24.2,35.7,19.5,25.4,95
69.0,23.1,34.2,18.2,25.2,96
70.0,21.2,31.8,17.1,25.0,97
70.0,22.7,33.8,22.0,25.3,97
70.0,20.4,30.5,22.4,26.3,94
70.0,19.4,29.2,22.8,27.3,89
70.0,20.0,30.0,22.0,28.5,83
70.0,19.8,30.0,19.1,29.8,75
71.0,19.3,29.6,15.1,30.6,69
71.0,19.6,30.3,10.8,31.1,66
71.0,19.6,30.4,7.6,31.3,66
71.0,20.0,31.0,4.8,31.4,67
71.0,20.4,31.4,9.4,31.3,67
71.0,20.7,31.8,26.0,31.3,67
71.0,23.8,36.1,49.7,28.0,83
71.0,34.2,51.1,77.4,28.7,78
71.0,32.8,48.8,72.3,27.9,84
72.0,29.5,43.8,65.2,27.3,87
72.0,27.7,40.9,56.5,26.8,91
73.0,28.2,41.2,52.6,26.4,93
73.0,30.4,44.4,49.7,26.1,94
74.0,32.5,47.3,46.1,25.8,95
75.0,33.9,48.9,43.2,25.6,94
77.0,35.3,51.0,40.4,25.4,95
78.0,39.0,56.2,37.3,25.3,95
79.0,41.2,59.4,36.0,25.2,96
80.0,44.5,63.8,35.2,25.2,97
83.0,31.2,45.3,31.5,25.3,95
83.0,27.8,40.5,29.2,26.2,92
84.0,24.1,35.4,25.9,27.2,89
84.0,22.5,33.3,21.3,28.3,86
85.0,22.2,33.2,18.1,29.3,81
85.0,22.9,34.3,15.0,30.2,76
85.0,24.1,36.2,11.9,30.7,73
86.0,23.9,35.9,9.0,30.4,74
86.0,24.7,37.0,6.3,29.3,78
86.0,25.4,38.0,11.3,29.3,78
87.0,25.7,38.3,28.5,28.8,82
87.0,26.7,39.7,52.8,28.2,85
87.0,34.9,51.5,86.8,27.0,91
88.0,42.0,61.5,86.3,26.5,93
88.0,47.0,68.5,85.6,27.1,89
90.0,48.8,71.0,85.8,26.3,94
92.0,54.4,78.9,88.3,26.0,96
94.0,59.8,86.6,91.8,26.2,95
97.0,64.0,92.4,94.7,25.8,96
99.0,65.2,94.1,93.8,25.5,97
103.0,62.9,90.6,91.5,25.7,96
106.0,59.8,86.1,87.6,25.3,97
108.0,58.2,83.6,85.7,24.8,98
109.0,58.6,84.1,83.8,24.8,99
111.0,63.6,91.3,51.2,24.9,99
114.0,60.8,87.1,47.7,26.2,99
118.0,41.6,60.1,42.6,27.9,90
120.0,36.1,53.0,35.0,29.5,81
121.0,33.6,49.6,28.7,30.3,75
122.0,31.8,46.9,21.8,31.3,69
123.0,30.4,44.9,14.6,31.5,70
124.0,31.4,46.3,10.6,31.6,71
125.0,32.7,48.2,7.7,30.7,76
125.0,34.1,50.1,12.0,28.0,84
126.0,33.3,48.9,26.7,27.0,87
127.0,32.6,47.8,48.0,26.6,88
128.0,51.8,75.0,115.9,26.1,92
129.0,61.5,88.9,114.2,26.2,92
131.0,68.7,99.2,111.7,25.9,95
134.0,66.6,96.4,106.2,25.7,96
